slug,recall_number,report_date,classification,status,recalling_firm,distribution_states,product
tea,F-0108-2025,2024-11-13,Class III,Terminated,My Chai Inc,Nationwide,"MyChai Chai Tea Concentrate Double. Product is packaged in the same square 0.5 gallon HDPE plastic bottles and have volumes of 68 fl oz. Ingredients: Water, Sugar, Organic Black T…"
tea,F-1237-2024,2024-05-22,Class III,Terminated,"East West Tea Company, LLC",nationwide,"Organic Yogi Echinacea Immune Support, Caffeine Herbal Supplement, Serving Size 1 tea bag, 16 tea bags per pack, 4 packs per box. UPC on box: 0 76950 45010 3. CASE GTIN: 600769504…"
tea,F-1441-2020,2020-09-09,Class II,Terminated,Sundial Herbal Products,NY,"SUNDIAL PRINCESS ALMAZ Traditional ETHIOPIAN Organic SPICED TEA; ""***Improves circulation***eliminates gas stomach griping & cramps. Relieves acid reflux, coughs, flu, hay fever, …"
thyme,F-0116-2023,2022-11-09,Class I,Terminated,"Old Europe Cheese, Inc.",AR AZ CA CO FL GA IL IN LA MA MD MI MN MO NC NJ NY OH OR PA TX UT VA WA WI and Mexico,"FREDERICKS 8 oz Brie - triple cr¿me, rounds UPC 708820301214 FRESH THYME 8 oz Brie - triple cr¿me, rounds UPC 841330111987 HEINEN 8 oz Brie - triple cr¿me, rounds UPC 020601418028…"
thyme,F-0128-2021,2020-12-02,Class I,Terminated,High Quality Organics,"U.S distribution to the following: CA, WA, OR, PA, FL, and WI. No foreign distribution.","HQO High Quality Organics Organic Thyme Leaves, Whole Net Weight 30 lbs., 500 lbs. High Quality Organics 1201 Moya Boulevard Reno, Nevada 89506 Certified Organic by QAI"
thyme,F-1310-2020,2020-09-02,Class II,Terminated,"Wegmans Food Markets, Inc.","VA, NJ, MD, PA, NC, NY","Seasoned Whole Bronzini; by the lb.; whole bronzini with lemon, parsley, and thyme; packaged in an oven ready tray; package size varies; keep refrigerated"
thyme,F-0608-2020,2020-02-12,Class I,Terminated,"Almark Foods, LLC","Product was shipped to the following states: AL, AR, AZ, CA, CO, CT, DC, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI…","Cage Free Hard-Cooked Eggs sold under the following brand names: Almark, Fresh Thyme, Giant Eagle, Kroger, Lucerne, Members Mark, Naturally Better, Rembrandt Foods & Shop Rite."
tomato,H-0564-2026,2026-03-18,Class I,Ongoing,Made Fresh Salads Inc,New York,Made Fresh Salads brand Sundried Tomato Cream Cheese; 5 lb white plastic tub
tomato,H-0085-2025,2025-07-02,Class II,Terminated,NatureMills US Incorporated,Product is distributed throughout the USA via the firm's website.,"Nature Mills Tomato Vadam, 100g"
tomato,H-0039-2025,2025-06-18,Class I,Terminated,"TGD Cuts, LLC","The recall product was distributed to the following States: MD, PA, NC, VA, NJ","Cucumber Sliced/Grape Tomato 50/2oz. Pack, 50 per case"
tomato,H-0038-2025,2025-06-18,Class I,Terminated,"TGD Cuts, LLC","The recall product was distributed to the following States: MD, PA, NC, VA, NJ","Cucumber Sliced/Grape Tomato 50/2oz. Pack, 50 per case"
tomato,F-1758-2022,2022-09-28,Class II,Terminated,"Russ Davis Wholesale, LLC","IA, MI, MN, ND, SD, WI","Tomato, Radish, Broccoli, Cauliflower. Net Wt. 11 oz. Item 80819 Packaged under the following brands: Crazy Fresh, quick & easy, and grocery store branded."
tomato,F-0997-2021,2021-09-29,Class II,Completed,"Sysco Atlanta, LLC","Product was shipped to the following states: GA, NC & TN.",IMPERIAL FRESH TOMATO ROMA DICED 3/8 TRAY 1/5lbs Plastic overwrap tray
tomato,F-0405-2021,2021-04-14,Class I,Ongoing,"Canteen Inc. dba MG Foods, Inc.","Product was shipped to the following states: GA, NC, SC & WV.","FRESH TO YOU Turkey & Sundried Tomato Mayo Pita, Net Wt. 8.29oz (235g), MG Foods Charlotte, NC 28208, UPC MGF9806"
tomato,F-0129-2021,2020-12-02,Class II,Terminated,The Neil Jones Food Company,Distributed in AZ and UT.,"Sysco Arrezzio 3/8"" Petite Diced Tomatoes in Tomato Puree, #7807458, each metal can has the net weight of 6.38 lbs. (2.89 kg). UPC 7 34730 21799 4. The label is read in parts: ""**…"
tuna-loin,F-1423-2024,2024-07-03,Class II,Terminated,Fresh Catch Inc,"CA only, no foreign distribution","Fresh Catch Inc. Yellowfin Tuna, 1 loin per case packaged in carboard boxes with keep refrigerated label"
tuna-loin,F-0524-2020,2020-01-29,Class II,Terminated,AQUABEST SEAFOOD LLC,Domestic and Foreign distribution,"Sea Mart Frozen Yellowfin Tuna Loin, CO treated, skinless, boneless, bloodline removed, center cut 5-8 lbs, 30 lb package"
vanilla,H-0369-2025,2025-08-06,Class II,Terminated,Reisman Bros Bakery,"NY, NJ, PA, MD, IL, CA, FL, MA, MI",Reisman's Vanilla Danish 3 oz.
vanilla,H-0365-2025,2025-08-06,Class II,Terminated,Reisman Bros Bakery,"NY, NJ, PA, MD, IL, CA, FL, MA, MI",Reisman's Vanilla Croissants 3 oz.
vanilla,F-0735-2024,2024-01-24,Class II,Terminated,"TreeHouse Foods, Inc.","Product Distributed to the following states: AL, AZ, AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NH,…",Rise Brewing 32oz Organic Vanilla Oatmilk
vanilla,F-0521-2024,2023-12-20,Class I,Completed,WILCOX ICE CREAM,"VT, NH, MA, and NY.",Wilcox Yogurt - Vanilla; Pint (UPC 04372600699)
vanilla,F-1629-2022,2022-09-07,Class I,Terminated,"Lyons Magnus, Inc",Nationwide,MRE Vanilla Protein Shake. Whole Food Protein High protein shake. 11 FL OZ (325mL) Tetra Pak. UPC 8 10044-57390 9. 4-count case UPC 810044573954. Refrigerate after Opening. Distri…
vanilla,F-0296-2022,2021-12-29,Class II,Terminated,GIVE AND GO,Nationwide,two-bite vanilla cupcakes 10 oz. UPC 7 70981 03109 5 284 g UPC 7 70981 73109 4 Bakery Fresh Goodness mini vanilla cupcakes 10 oz. UPC 0 11110 18230 2 NL Vanilla cupcakes 12PK - Ev…
vanilla,F-0747-2021,2021-06-16,Class I,Terminated,Arizona Nutritional Supplements,Nationwide.,"365 Everyday Value Whey Protein Powder Natural Vanilla Flavor, Net Wt. 13.9 oz. canisters, UPC 9948228764, Whole Foods Market 550 Bowie Street Austin, TX 78703. Store in a cool, d…"
vanilla,F-1510-2020,2020-09-23,Class I,Terminated,"Wegmans Food Markets, Inc.","MD, MA, NJ, NY, NC, PA, VA",Wegmans Vanilla Trifle; 9oz; UPC 7789080600
vanilla,F-0906-2020,2020-04-01,Class III,Terminated,"Organic By Nature, Inc.","nationwide, Canada and Netherlands",Touchstone Essentials Organic Super Protein Vanilla Coconut; Whole Food Dietary Supplement; Net Wt. 18.3 oz. (520g) Plastic Bottle; Finished Product Item#: FTEVPVC520G Manufacture…
vanilla,F-0894-2020,2020-04-01,Class III,Terminated,"Organic By Nature, Inc.","nationwide, Canada and Netherlands","Alkamind Creamy Vanilla Organic Daily Protein; 450g Plastic Bottle; Finished Product Item # FAMVDP450G; 3 core alkaline proteins Distributed by Alkamind LLC, New York, NY 10028"
vegetable-oil,H-0525-2026,2026-03-04,Class III,Terminated,TENGEN USA TRADING CORP,"NY, PA, FL, LA, TX","YO!MAN CUCUMBER (FRESH HUNAN FLAVOR); Ingredients: Cucumber, chili pepper, edible vegetable oil, salt, water, sugar, brewing vinegar, food additives (monosodium glutamate, sodium …"
walnut,H-0566-2026,2026-03-18,Class I,Ongoing,Made Fresh Salads Inc,New York,Made Fresh Salads brand Walnut Raisin Cream Cheese; 5 lb white plastic tub
walnut,F-1618-2023,2023-10-04,Class II,Terminated,"Lipari Foods Operating Company, LLC.","FL, IL, IN, KY, OH, WI","IO Inspired Organics Organic Raw Walnuts, 5oz bag, UPC 8 63669 74200 7, 9 bags per wholesale case"
walnut,F-1459-2023,2023-08-23,Class III,Terminated,"Lipari Foods Operating Company, LLC.","AL, FL, IL, IN, KY, MI, NY, OH, PA, WI, and WY","IO Inspired Organics brand Organic Raw Walnut Halves & Pieces; 7oz plastic tubs; 9 packages per wholesale case; retail UPC 863669740065, Lipari #943469"
walnut,F-1340-2023,2023-08-09,Class II,Terminated,"Houston Pecan Company, Inc",Texas and internet sales,"Breakfast Treats, Sliced Almonds, Walnuts & Dark Raisins packaged in 5 pound bags"
walnut,F-1737-2022,2022-09-28,Class I,Terminated,Scone Ranger Inc,Distributed in WA,"Maple Walnut Vegan Scones. Product distributed in bulk cases and it is sold directly to consumers. The ingredients statement is read in parts: ""***Maple Walnut Vegan Scones *** Al…"
walnut,F-0983-2021,2021-09-22,Class II,Terminated,"Andersen & Sons Shelling, Inc.","U.S. distribution to the following: CT, NH. NY. RI, VT, ME, and MA. No foreign distribution.","Trader Joe's Nuts Raw California Walnut Baking Pieces NET WT. 16 OZ (1 LB) 454g SKU# 51934-89685 UPC 0051 9342 Contains Walnuts Dist & Sold Exclusive By: Trader Joe's, Monrovia, C…"
walnut,F-0621-2020,2020-02-12,Class I,Terminated,"Almark Foods, LLC","Product was shipped to the following states: AL, AR, AZ, CA, CO, CT, DC, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI…","PECKISH PERFECTLY BOILED FREE RANGE ORGANIC Egg Maple Walnut Flavor Distributed by PECKISH, LLC, Sonoma, CA 95476"
watermelon,H-0065-2026,2025-10-22,Class I,Terminated,WHOLESALE PRODUCE SUPPLY LLC DBA,"IA, IL, ND, NE, WI","Cut Fresh Melon Mix. Contains: Cantaloupe, Honeydew, Watermelon. Keep Refrigerated. Packed under the following brands and sizes: 1. Melon Mix ""HC"" 4/16 oz. Harvest Cuts UPC 7 9062…"
watermelon,H-0066-2026,2025-10-22,Class I,Terminated,WHOLESALE PRODUCE SUPPLY LLC DBA,"IA, IL, ND, NE, WI","Cut Fresh Fruit Mix. Contains: Cantaloupe, Honeydew, Watermelon and Red Grapes. Keep Refrigerated. Packed under the following brands and sizes: 1. Fruit Mix CHWG (MCT) 1/5 lb. UPC…"
watermelon,F-1765-2022,2022-09-28,Class II,Terminated,"Russ Davis Wholesale, LLC","IA, MI, MN, ND, SD, WI","Deluxe Fruit Bowl. Contains Pineapple, Cantaloupe, Honeydew, Watermelon, Kiwi, Strawberry. Keep Refrigerated. Item 80935. Net Wt. 3.5 lb. Packed under brands: Crazy Fresh, quick &…"
watermelon,F-1313-2022,2022-06-22,Class II,Terminated,THISTLE HEALTH INC,"U.S. distribution to the following: CA, NV, OR, WA No foreign distribution.","Thistle Watermelon Berry Cold-Pressed Organic Juice watermelon strawberry lime chia 32 FL OZ (355 mL) Keep Refrigerated Distributed By: Thistle Health, Inc., Vacaville, CA 95688"
watermelon,F-1314-2022,2022-06-22,Class II,Terminated,THISTLE HEALTH INC,"U.S. distribution to the following: CA, NV, OR, WA No foreign distribution.",Thistle Tropical Limeade Cold-Pressed Organic Juice watermelon pineapple lime strawberry papaya activated charcoal 32 FL OZ (355 mL) Keep Refrigerated Distributed By: Thistle Heal…
watermelon,F-0970-2022,2022-04-13,Class I,Terminated,"Fruit Fresh Up, Inc.","NY, MA, PA",1. Wegmans 10oz Watermelon Chunks 2. Wegmans 32oz Watermelon Chunks 3.Fresh Harvest 18oz Watermelon Chunks 4. Tops Large Watermelon BBD: 3/5/22 to BBD: 3/22/22 5. Tops Small Water…
yam,H-0259-2026,2025-12-17,Class I,Terminated,CHETAK NEW YORK LLC,United States,Deep-brand Premium Select Ratalu Sliced Violet Indian Yams KEEP FROZEN Net Wt. 12 oz. (340 g)
yeast,F-0993-2021,2021-09-29,Class II,Completed,"Sysco Atlanta, LLC","Product was shipped to the following states: GA, NC & TN.",FLEISCHMANN'S YEAST COMPRESSED FRESH ESL 24/1lbs Paper/Foil overwrap
yellow-squash,F-0149-2025,2024-12-04,Class II,Terminated,Pero Family Farms Food Company LLC,"Domestic distribution only: FL, MO, IL, VA","Pero Family Farms Squash Sliced Zucchinni & Yellow Squash, Net Wt. 11oz (311g) Plastic Tray, 4 trays per carton, Microwavable Tray, Keep Refrigerated. UPC 874896009764"
yellow-squash,F-1683-2024,2024-08-14,Class I,Terminated,Wiers Farm Inc,"CT, DE, IL, IN, KY, ME, MD, MI, MO, NJ, NY, NC, OH, PA, RI, TN, VA, WV",Wiers Farm - Organic Yellow Squash packaged into 2 count trays - cases dependent on customer
yellow-squash,F-1793-2022,2022-10-05,Class I,Terminated,Southeast Processing Ltd,Product was shipped to GA & SC.,"Yellow Squash sold as Bulk, Diced, Half Moon Sliced, Julienne and Planks (Product codes 168-173)"
yogurt,F-0870-2024,2024-02-21,Class II,Terminated,Lydia Pack 3 Inc,Distributed in OR and WA.,"Al Amir Fresh Foods Tzatziki Cucumber Yogurt, packaged in round plastic clear container, net wt. 8oz. There are 12 containers per case. UPC on 8oz container: 8 55134 12351 3. The …"
yogurt,F-0521-2024,2023-12-20,Class I,Completed,WILCOX ICE CREAM,"VT, NH, MA, and NY.",Wilcox Yogurt - Vanilla; Pint (UPC 04372600699)
yogurt,F-0904-2021,2021-09-08,Class II,Terminated,Loffredo Fresh Gardens Inc. DBA Produce Innovations,"Distributed to retail stores in IA, IN, MO, MN, NE, OK, and TX.","Your Way Fresh, Sliced Banana + Strawberry Yogurt Parfait; Net wt. 6.25 oz (177 g); UPC 8 54426 00807 8; Distributed by Your Way Fresh, Newport Beach, CA, 12 cups per case;"
yogurt,F-0905-2021,2021-09-08,Class II,Terminated,Loffredo Fresh Gardens Inc. DBA Produce Innovations,"Distributed to retail stores in IA, IN, MO, MN, NE, OK, and TX.","Your Way Fresh, Greek Yogurt + Peach Parfait; Net wt. 6.25 oz (177 g); UPC 8 54426 00809 2; Distributed by Your Way Fresh, Newport Beach, CA, 12 cups per case;"
yogurt,F-0353-2021,2021-03-31,Class I,Terminated,"Western Mixers Produce & Nuts, Inc.",CA Only,"Gelson's Yogurt Raisins, Plastic Clamshell Container NET WT 14 oz. (397g) UPC: 7 97565 20470 6 Contains: Milk, Soy. Packed in a facility that handles Peanuts, Tree Nuts, Wheat, So…"
